Result_ID,Result,Query_ID,Query_Natural_Language,"Worker_Assessment(Popular result=1, Unpopular result=2)"
"47206, 47217, 47231",The_Wolfman_(2010_film)  starring  Benicio_del_Toro The_Wolfman_(2010_film)  producer  Benicio_del_Toro Benicio_del_Toro  birthName  Benicio Monserrate Rafael del Toro S\u00E1nchez ,915,"Give me the name of a movie that is produced by one of its stars, and his/her birth name ?",1
"47206, 47217, 47231",The_Wolfman_(2010_film)  starring  Benicio_del_Toro The_Wolfman_(2010_film)  producer  Benicio_del_Toro Benicio_del_Toro  birthName  Benicio Monserrate Rafael del Toro S\u00E1nchez ,915,"Give me the name of a movie that is produced by one of its stars, and his/her birth name ?",1
"47206, 47217, 47231",The_Wolfman_(2010_film)  starring  Benicio_del_Toro The_Wolfman_(2010_film)  producer  Benicio_del_Toro Benicio_del_Toro  birthName  Benicio Monserrate Rafael del Toro S\u00E1nchez ,915,"Give me the name of a movie that is produced by one of its stars, and his/her birth name ?",2
"16544, 16575, 16524, 16534, 16554, 16565, 16585",Bernard_Dudot  almaMater  Centre_d'etudes_superieures_des_techniques_industrielles_-_St_Ouen Bernard_Dudot  employer  GP2_Series ,36,Give me the name of an employee ? the company he works/worked for ? and the university he graduated from ?,2
"16544, 16575, 16524, 16534, 16554, 16565, 16585",Bernard_Dudot  almaMater  Centre_d'etudes_superieures_des_techniques_industrielles_-_St_Ouen Bernard_Dudot  employer  GP2_Series ,36,Give me the name of an employee ? the company he works/worked for ? and the university he graduated from ?,1
"16544, 16575, 16524, 16534, 16554, 16565, 16585",Bernard_Dudot  almaMater  Centre_d'etudes_superieures_des_techniques_industrielles_-_St_Ouen Bernard_Dudot  employer  GP2_Series ,36,Give me the name of an employee ? the company he works/worked for ? and the university he graduated from ?,2
"16544, 16575, 16524, 16534, 16554, 16565, 16585",Bernard_Dudot  almaMater  Centre_d'etudes_superieures_des_techniques_industrielles_-_St_Ouen Bernard_Dudot  employer  GP2_Series ,36,Give me the name of an employee ? the company he works/worked for ? and the university he graduated from ?,2
"16544, 16575, 16524, 16534, 16554, 16565, 16585",Bernard_Dudot  almaMater  Centre_d'etudes_superieures_des_techniques_industrielles_-_St_Ouen Bernard_Dudot  employer  GP2_Series ,36,Give me the name of an employee ? the company he works/worked for ? and the university he graduated from ?,2
"16149, 16156, 16166, 16176, 16187, 16197, 16207, 16218, 16228, 16239, 16329, 16335, 16346, 16354, 16363, 16407, 16419",St._Louis_Blues  generalManager  Doug_Armstrong St._Louis_Blues  locationCity  St._Louis ,35,Give me the name of a sports team ? the name of its manager ? and the team's location ?,1
"16149, 16156, 16166, 16176, 16187, 16197, 16207, 16218, 16228, 16239, 16329, 16335, 16346, 16354, 16363, 16407, 16419",St._Louis_Blues  generalManager  Doug_Armstrong St._Louis_Blues  locationCity  St._Louis ,35,Give me the name of a sports team ? the name of its manager ? and the team's location ?,1
"16149, 16156, 16166, 16176, 16187, 16197, 16207, 16218, 16228, 16239, 16329, 16335, 16346, 16354, 16363, 16407, 16419",St._Louis_Blues  generalManager  Doug_Armstrong St._Louis_Blues  locationCity  St._Louis ,35,Give me the name of a sports team ? the name of its manager ? and the team's location ?,1
"16149, 16156, 16166, 16176, 16187, 16197, 16207, 16218, 16228, 16239, 16329, 16335, 16346, 16354, 16363, 16407, 16419",St._Louis_Blues  generalManager  Doug_Armstrong St._Louis_Blues  locationCity  St._Louis ,35,Give me the name of a sports team ? the name of its manager ? and the team's location ?,1
"16149, 16156, 16166, 16176, 16187, 16197, 16207, 16218, 16228, 16239, 16329, 16335, 16346, 16354, 16363, 16407, 16419",St._Louis_Blues  generalManager  Doug_Armstrong St._Louis_Blues  locationCity  St._Louis ,35,Give me the name of a sports team ? the name of its manager ? and the team's location ?,2
"35867, 35721, 35811, 35815, 35827, 35837, 35847, 35857, 35881, 35890, 35901, 35905, 35921, 35928, 35937, 35946, 35957, 35967, 35977",Friday_Night_Dinner  genre  Comedy Friday_Night_Dinner  starring  Tamsin_Greig Tamsin_Greig  award  Much_Ado_About_Nothing ,904,Give me the name of a comedy show that one of its star is an award-winning actor ?,1
"35867, 35721, 35811, 35815, 35827, 35837, 35847, 35857, 35881, 35890, 35901, 35905, 35921, 35928, 35937, 35946, 35957, 35967, 35977",Friday_Night_Dinner  genre  Comedy Friday_Night_Dinner  starring  Tamsin_Greig Tamsin_Greig  award  Much_Ado_About_Nothing ,904,Give me the name of a comedy show that one of its star is an award-winning actor ?,2
"35867, 35721, 35811, 35815, 35827, 35837, 35847, 35857, 35881, 35890, 35901, 35905, 35921, 35928, 35937, 35946, 35957, 35967, 35977",Friday_Night_Dinner  genre  Comedy Friday_Night_Dinner  starring  Tamsin_Greig Tamsin_Greig  award  Much_Ado_About_Nothing ,904,Give me the name of a comedy show that one of its star is an award-winning actor ?,2
"35867, 35721, 35811, 35815, 35827, 35837, 35847, 35857, 35881, 35890, 35901, 35905, 35921, 35928, 35937, 35946, 35957, 35967, 35977",Friday_Night_Dinner  genre  Comedy Friday_Night_Dinner  starring  Tamsin_Greig Tamsin_Greig  award  Much_Ado_About_Nothing ,904,Give me the name of a comedy show that one of its star is an award-winning actor ?,2
"35867, 35721, 35811, 35815, 35827, 35837, 35847, 35857, 35881, 35890, 35901, 35905, 35921, 35928, 35937, 35946, 35957, 35967, 35977",Friday_Night_Dinner  genre  Comedy Friday_Night_Dinner  starring  Tamsin_Greig Tamsin_Greig  award  Much_Ado_About_Nothing ,904,Give me the name of a comedy show that one of its star is an award-winning actor ?,1
"35728, 35738, 35748, 35758, 35768, 35779, 35789, 35801, 35858, 35868, 35879, 35991",Small_Time_Gangster  genre  Comedy Small_Time_Gangster  starring  Gary_Sweet Gary_Sweet  award  Australian_Film_Institute ,904,Give me the name of a comedy show that one of its star is an award-winning actor ?,1
"35728, 35738, 35748, 35758, 35768, 35779, 35789, 35801, 35858, 35868, 35879, 35991",Small_Time_Gangster  genre  Comedy Small_Time_Gangster  starring  Gary_Sweet Gary_Sweet  award  Australian_Film_Institute ,904,Give me the name of a comedy show that one of its star is an award-winning actor ?,2
"35728, 35738, 35748, 35758, 35768, 35779, 35789, 35801, 35858, 35868, 35879, 35991",Small_Time_Gangster  genre  Comedy Small_Time_Gangster  starring  Gary_Sweet Gary_Sweet  award  Australian_Film_Institute ,904,Give me the name of a comedy show that one of its star is an award-winning actor ?,2
"35728, 35738, 35748, 35758, 35768, 35779, 35789, 35801, 35858, 35868, 35879, 35991",Small_Time_Gangster  genre  Comedy Small_Time_Gangster  starring  Gary_Sweet Gary_Sweet  award  Australian_Film_Institute ,904,Give me the name of a comedy show that one of its star is an award-winning actor ?,2
"35728, 35738, 35748, 35758, 35768, 35779, 35789, 35801, 35858, 35868, 35879, 35991",Small_Time_Gangster  genre  Comedy Small_Time_Gangster  starring  Gary_Sweet Gary_Sweet  award  Australian_Film_Institute ,904,Give me the name of a comedy show that one of its star is an award-winning actor ?,2
39119,Cheers  network  NBC Frasier  network  NBC KYW-TV  formerBroadcastNetwork  NBC ,916,"What does the two tv shows Frasier and Cheers, and a third show, have in common ?",1
39119,Cheers  network  NBC Frasier  network  NBC KYW-TV  formerBroadcastNetwork  NBC ,916,"What does the two tv shows Frasier and Cheers, and a third show, have in common ?",1
39119,Cheers  network  NBC Frasier  network  NBC KYW-TV  formerBroadcastNetwork  NBC ,916,"What does the two tv shows Frasier and Cheers, and a third show, have in common ?",1
39119,Cheers  network  NBC Frasier  network  NBC KYW-TV  formerBroadcastNetwork  NBC ,916,"What does the two tv shows Frasier and Cheers, and a third show, have in common ?",1
39119,Cheers  network  NBC Frasier  network  NBC KYW-TV  formerBroadcastNetwork  NBC ,916,"What does the two tv shows Frasier and Cheers, and a third show, have in common ?",1
"16157, 16167, 16177, 16188, 16198, 16208, 16219, 16339, 16409",Colorado_Avalanche  generalManager  Greg_Sherman Colorado_Avalanche  locationCity  Colorado ,35,Give me the name of a sports team ? the name of its manager ? and the team's location ?,1
"16157, 16167, 16177, 16188, 16198, 16208, 16219, 16339, 16409",Colorado_Avalanche  generalManager  Greg_Sherman Colorado_Avalanche  locationCity  Colorado ,35,Give me the name of a sports team ? the name of its manager ? and the team's location ?,2
"16157, 16167, 16177, 16188, 16198, 16208, 16219, 16339, 16409",Colorado_Avalanche  generalManager  Greg_Sherman Colorado_Avalanche  locationCity  Colorado ,35,Give me the name of a sports team ? the name of its manager ? and the team's location ?,1
"16157, 16167, 16177, 16188, 16198, 16208, 16219, 16339, 16409",Colorado_Avalanche  generalManager  Greg_Sherman Colorado_Avalanche  locationCity  Colorado ,35,Give me the name of a sports team ? the name of its manager ? and the team's location ?,1
"16157, 16167, 16177, 16188, 16198, 16208, 16219, 16339, 16409",Colorado_Avalanche  generalManager  Greg_Sherman Colorado_Avalanche  locationCity  Colorado ,35,Give me the name of a sports team ? the name of its manager ? and the team's location ?,2
"17179, 17197, 17208, 17216, 17225, 17236, 17247, 17259",Maila_Nurmi  deathPlace  Los_Angeles Maila_Nurmi  deathDate  2008-01-10 htt//www.w3.org/2001/XMLSchema#date Maila_Nurmi  htt//purl.org/dc/elements/1.1/description  Actress ,42,"Give me the name of an actress that died in Los Angeles, and her death date ? ",2
"17179, 17197, 17208, 17216, 17225, 17236, 17247, 17259",Maila_Nurmi  deathPlace  Los_Angeles Maila_Nurmi  deathDate  2008-01-10 htt//www.w3.org/2001/XMLSchema#date Maila_Nurmi  htt//purl.org/dc/elements/1.1/description  Actress ,42,"Give me the name of an actress that died in Los Angeles, and her death date ? ",2
"17179, 17197, 17208, 17216, 17225, 17236, 17247, 17259",Maila_Nurmi  deathPlace  Los_Angeles Maila_Nurmi  deathDate  2008-01-10 htt//www.w3.org/2001/XMLSchema#date Maila_Nurmi  htt//purl.org/dc/elements/1.1/description  Actress ,42,"Give me the name of an actress that died in Los Angeles, and her death date ? ",2
"17179, 17197, 17208, 17216, 17225, 17236, 17247, 17259",Maila_Nurmi  deathPlace  Los_Angeles Maila_Nurmi  deathDate  2008-01-10 htt//www.w3.org/2001/XMLSchema#date Maila_Nurmi  htt//purl.org/dc/elements/1.1/description  Actress ,42,"Give me the name of an actress that died in Los Angeles, and her death date ? ",1
"17179, 17197, 17208, 17216, 17225, 17236, 17247, 17259",Maila_Nurmi  deathPlace  Los_Angeles Maila_Nurmi  deathDate  2008-01-10 htt//www.w3.org/2001/XMLSchema#date Maila_Nurmi  htt//purl.org/dc/elements/1.1/description  Actress ,42,"Give me the name of an actress that died in Los Angeles, and her death date ? ",1
"47390, 47400, 47410, 47420, 47430, 47440",Aqua_Teen_Hunger_Force_Colon_Movie_Film_for_Theaters  starring  Matt_Maiellaro Aqua_Teen_Hunger_Force_Colon_Movie_Film_for_Theaters  producer  Matt_Maiellaro Matt_Maiellaro  birthName  Matthew Gerard Maiellaro ,915,"Give me the name of a movie that is produced by one of its stars, and his/her birth name ?",2
"47390, 47400, 47410, 47420, 47430, 47440",Aqua_Teen_Hunger_Force_Colon_Movie_Film_for_Theaters  starring  Matt_Maiellaro Aqua_Teen_Hunger_Force_Colon_Movie_Film_for_Theaters  producer  Matt_Maiellaro Matt_Maiellaro  birthName  Matthew Gerard Maiellaro ,915,"Give me the name of a movie that is produced by one of its stars, and his/her birth name ?",2
"47390, 47400, 47410, 47420, 47430, 47440",Aqua_Teen_Hunger_Force_Colon_Movie_Film_for_Theaters  starring  Matt_Maiellaro Aqua_Teen_Hunger_Force_Colon_Movie_Film_for_Theaters  producer  Matt_Maiellaro Matt_Maiellaro  birthName  Matthew Gerard Maiellaro ,915,"Give me the name of a movie that is produced by one of its stars, and his/her birth name ?",2
"47390, 47400, 47410, 47420, 47430, 47440",Aqua_Teen_Hunger_Force_Colon_Movie_Film_for_Theaters  starring  Matt_Maiellaro Aqua_Teen_Hunger_Force_Colon_Movie_Film_for_Theaters  producer  Matt_Maiellaro Matt_Maiellaro  birthName  Matthew Gerard Maiellaro ,915,"Give me the name of a movie that is produced by one of its stars, and his/her birth name ?",2
"47390, 47400, 47410, 47420, 47430, 47440",Aqua_Teen_Hunger_Force_Colon_Movie_Film_for_Theaters  starring  Matt_Maiellaro Aqua_Teen_Hunger_Force_Colon_Movie_Film_for_Theaters  producer  Matt_Maiellaro Matt_Maiellaro  birthName  Matthew Gerard Maiellaro ,915,"Give me the name of a movie that is produced by one of its stars, and his/her birth name ?",2
"18206, 18219",Get_Rich_or_Die_Tryin'_(film)  starring  50_Cent 50_Cent:_The_Money_and_the_Power  executiveProducer  50_Cent ,46,Give me the name an actor who is also an executive producer ?,1
"18206, 18219",Get_Rich_or_Die_Tryin'_(film)  starring  50_Cent 50_Cent:_The_Money_and_the_Power  executiveProducer  50_Cent ,46,Give me the name an actor who is also an executive producer ?,1
"18206, 18219",Get_Rich_or_Die_Tryin'_(film)  starring  50_Cent 50_Cent:_The_Money_and_the_Power  executiveProducer  50_Cent ,46,Give me the name an actor who is also an executive producer ?,1
"18206, 18219",Get_Rich_or_Die_Tryin'_(film)  starring  50_Cent 50_Cent:_The_Money_and_the_Power  executiveProducer  50_Cent ,46,Give me the name an actor who is also an executive producer ?,1
"18206, 18219",Get_Rich_or_Die_Tryin'_(film)  starring  50_Cent 50_Cent:_The_Money_and_the_Power  executiveProducer  50_Cent ,46,Give me the name an actor who is also an executive producer ?,1
"37493, 37510, 37521, 37531",Thought_I'd_Died_and_Gone_to_Heaven  producer  Bryan_Adams Thought_I'd_Died_and_Gone_to_Heaven  producer  Bryan_Adams Bryan_Adams  birthPlace  Canada Bryan_Adams  birthPlace  Canada Canada  largestCity  Toronto Canada  capital  Ottawa ,910,"Give me the name of a movie that two of its producers were born in the same country, the largest city in that country and its capital ?",1
"37493, 37510, 37521, 37531",Thought_I'd_Died_and_Gone_to_Heaven  producer  Bryan_Adams Thought_I'd_Died_and_Gone_to_Heaven  producer  Bryan_Adams Bryan_Adams  birthPlace  Canada Bryan_Adams  birthPlace  Canada Canada  largestCity  Toronto Canada  capital  Ottawa ,910,"Give me the name of a movie that two of its producers were born in the same country, the largest city in that country and its capital ?",1
"37493, 37510, 37521, 37531",Thought_I'd_Died_and_Gone_to_Heaven  producer  Bryan_Adams Thought_I'd_Died_and_Gone_to_Heaven  producer  Bryan_Adams Bryan_Adams  birthPlace  Canada Bryan_Adams  birthPlace  Canada Canada  largestCity  Toronto Canada  capital  Ottawa ,910,"Give me the name of a movie that two of its producers were born in the same country, the largest city in that country and its capital ?",1
"37493, 37510, 37521, 37531",Thought_I'd_Died_and_Gone_to_Heaven  producer  Bryan_Adams Thought_I'd_Died_and_Gone_to_Heaven  producer  Bryan_Adams Bryan_Adams  birthPlace  Canada Bryan_Adams  birthPlace  Canada Canada  largestCity  Toronto Canada  capital  Ottawa ,910,"Give me the name of a movie that two of its producers were born in the same country, the largest city in that country and its capital ?",1
"37493, 37510, 37521, 37531",Thought_I'd_Died_and_Gone_to_Heaven  producer  Bryan_Adams Thought_I'd_Died_and_Gone_to_Heaven  producer  Bryan_Adams Bryan_Adams  birthPlace  Canada Bryan_Adams  birthPlace  Canada Canada  largestCity  Toronto Canada  capital  Ottawa ,910,"Give me the name of a movie that two of its producers were born in the same country, the largest city in that country and its capital ?",1
"41876, 41966, 42058",F_for_Fake  starring  Orson_Welles The_Lady_from_Shanghai  starring  Rita_Hayworth Orson_Welles  spouse  Rita_Hayworth F_for_Fake  director  Orson_Welles The_Lady_from_Shanghai  director  Orson_Welles ,926,Give me the name of a couple who worked with the same director ? and the name of that director ?,1
"41876, 41966, 42058",F_for_Fake  starring  Orson_Welles The_Lady_from_Shanghai  starring  Rita_Hayworth Orson_Welles  spouse  Rita_Hayworth F_for_Fake  director  Orson_Welles The_Lady_from_Shanghai  director  Orson_Welles ,926,Give me the name of a couple who worked with the same director ? and the name of that director ?,1
"41876, 41966, 42058",F_for_Fake  starring  Orson_Welles The_Lady_from_Shanghai  starring  Rita_Hayworth Orson_Welles  spouse  Rita_Hayworth F_for_Fake  director  Orson_Welles The_Lady_from_Shanghai  director  Orson_Welles ,926,Give me the name of a couple who worked with the same director ? and the name of that director ?,1
"41876, 41966, 42058",F_for_Fake  starring  Orson_Welles The_Lady_from_Shanghai  starring  Rita_Hayworth Orson_Welles  spouse  Rita_Hayworth F_for_Fake  director  Orson_Welles The_Lady_from_Shanghai  director  Orson_Welles ,926,Give me the name of a couple who worked with the same director ? and the name of that director ?,1
"41876, 41966, 42058",F_for_Fake  starring  Orson_Welles The_Lady_from_Shanghai  starring  Rita_Hayworth Orson_Welles  spouse  Rita_Hayworth F_for_Fake  director  Orson_Welles The_Lady_from_Shanghai  director  Orson_Welles ,926,Give me the name of a couple who worked with the same director ? and the name of that director ?,1
"44131, 44305, 44315",Before_and_After_(film)  starring  Meryl_Streep Before_and_After_(film)  distributor  Walt_Disney_Studios_Motion_Pictures ,935,Give me the name of a Meryl Streep movie's distributor ? ,1
"44131, 44305, 44315",Before_and_After_(film)  starring  Meryl_Streep Before_and_After_(film)  distributor  Walt_Disney_Studios_Motion_Pictures ,935,Give me the name of a Meryl Streep movie's distributor ? ,1
"44131, 44305, 44315",Before_and_After_(film)  starring  Meryl_Streep Before_and_After_(film)  distributor  Walt_Disney_Studios_Motion_Pictures ,935,Give me the name of a Meryl Streep movie's distributor ? ,1
"44131, 44305, 44315",Before_and_After_(film)  starring  Meryl_Streep Before_and_After_(film)  distributor  Walt_Disney_Studios_Motion_Pictures ,935,Give me the name of a Meryl Streep movie's distributor ? ,1
"44131, 44305, 44315",Before_and_After_(film)  starring  Meryl_Streep Before_and_After_(film)  distributor  Walt_Disney_Studios_Motion_Pictures ,935,Give me the name of a Meryl Streep movie's distributor ? ,1
"41979, 41989, 42001, 42009",Innale  starring  Jayaram Thoovanathumbikal  starring  Parvathy_(actress) Jayaram  spouse  Parvathy_(actress) Innale  director  Padmarajan Thoovanathumbikal  director  Padmarajan ,926,Give me the name of a couple who worked with the same director ? and the name of that director ?,2
"41979, 41989, 42001, 42009",Innale  starring  Jayaram Thoovanathumbikal  starring  Parvathy_(actress) Jayaram  spouse  Parvathy_(actress) Innale  director  Padmarajan Thoovanathumbikal  director  Padmarajan ,926,Give me the name of a couple who worked with the same director ? and the name of that director ?,2
"41979, 41989, 42001, 42009",Innale  starring  Jayaram Thoovanathumbikal  starring  Parvathy_(actress) Jayaram  spouse  Parvathy_(actress) Innale  director  Padmarajan Thoovanathumbikal  director  Padmarajan ,926,Give me the name of a couple who worked with the same director ? and the name of that director ?,2
"41979, 41989, 42001, 42009",Innale  starring  Jayaram Thoovanathumbikal  starring  Parvathy_(actress) Jayaram  spouse  Parvathy_(actress) Innale  director  Padmarajan Thoovanathumbikal  director  Padmarajan ,926,Give me the name of a couple who worked with the same director ? and the name of that director ?,2
"41979, 41989, 42001, 42009",Innale  starring  Jayaram Thoovanathumbikal  starring  Parvathy_(actress) Jayaram  spouse  Parvathy_(actress) Innale  director  Padmarajan Thoovanathumbikal  director  Padmarajan ,926,Give me the name of a couple who worked with the same director ? and the name of that director ?,2
"39079, 39140, 39150, 39158, 39169, 39261",Cheers  network  NBC Frasier  network  NBC USA_Network  sisterStation  NBC ,916,"What does the two tv shows Frasier and Cheers, and a third show, have in common ?",1
"39079, 39140, 39150, 39158, 39169, 39261",Cheers  network  NBC Frasier  network  NBC USA_Network  sisterStation  NBC ,916,"What does the two tv shows Frasier and Cheers, and a third show, have in common ?",1
"39079, 39140, 39150, 39158, 39169, 39261",Cheers  network  NBC Frasier  network  NBC USA_Network  sisterStation  NBC ,916,"What does the two tv shows Frasier and Cheers, and a third show, have in common ?",1
"39079, 39140, 39150, 39158, 39169, 39261",Cheers  network  NBC Frasier  network  NBC USA_Network  sisterStation  NBC ,916,"What does the two tv shows Frasier and Cheers, and a third show, have in common ?",1
"39079, 39140, 39150, 39158, 39169, 39261",Cheers  network  NBC Frasier  network  NBC USA_Network  sisterStation  NBC ,916,"What does the two tv shows Frasier and Cheers, and a third show, have in common ?",1
"38067, 38120, 37968, 37978, 37988, 37998, 38010, 38021, 38031, 38041, 38078, 38088, 38101, 38111, 38211, 38221, 38231",Christina_Romer  spouse  David_Romer Christina_Romer  almaMater  Massachusetts_Institute_of_Technology David_Romer  almaMater  Massachusetts_Institute_of_Technology ,912,Give me the name of two married people who graduated from the same university ?,1
"38067, 38120, 37968, 37978, 37988, 37998, 38010, 38021, 38031, 38041, 38078, 38088, 38101, 38111, 38211, 38221, 38231",Christina_Romer  spouse  David_Romer Christina_Romer  almaMater  Massachusetts_Institute_of_Technology David_Romer  almaMater  Massachusetts_Institute_of_Technology ,912,Give me the name of two married people who graduated from the same university ?,2
"38067, 38120, 37968, 37978, 37988, 37998, 38010, 38021, 38031, 38041, 38078, 38088, 38101, 38111, 38211, 38221, 38231",Christina_Romer  spouse  David_Romer Christina_Romer  almaMater  Massachusetts_Institute_of_Technology David_Romer  almaMater  Massachusetts_Institute_of_Technology ,912,Give me the name of two married people who graduated from the same university ?,2
"38067, 38120, 37968, 37978, 37988, 37998, 38010, 38021, 38031, 38041, 38078, 38088, 38101, 38111, 38211, 38221, 38231",Christina_Romer  spouse  David_Romer Christina_Romer  almaMater  Massachusetts_Institute_of_Technology David_Romer  almaMater  Massachusetts_Institute_of_Technology ,912,Give me the name of two married people who graduated from the same university ?,2
"38067, 38120, 37968, 37978, 37988, 37998, 38010, 38021, 38031, 38041, 38078, 38088, 38101, 38111, 38211, 38221, 38231",Christina_Romer  spouse  David_Romer Christina_Romer  almaMater  Massachusetts_Institute_of_Technology David_Romer  almaMater  Massachusetts_Institute_of_Technology ,912,Give me the name of two married people who graduated from the same university ?,2
"35161, 35170, 35180, 35190, 35200, 35211, 35221, 35231, 35241, 35251, 35331, 35341, 35421, 35430",Home_Improvement_(TV_series)  company  ABC_Studios Felicity_(TV_series)  company  ABC_Studios Felicity_(TV_series)  numberOfEpisodes  84 htt//www.w3.org/2001/XMLSchema#nonNegativeInteger ,902,"Give me the name of a sitcom that was produced by the company who produced the sitcom Home Improvement, and the number of episodes of that sitcom ?",1
"35161, 35170, 35180, 35190, 35200, 35211, 35221, 35231, 35241, 35251, 35331, 35341, 35421, 35430",Home_Improvement_(TV_series)  company  ABC_Studios Felicity_(TV_series)  company  ABC_Studios Felicity_(TV_series)  numberOfEpisodes  84 htt//www.w3.org/2001/XMLSchema#nonNegativeInteger ,902,"Give me the name of a sitcom that was produced by the company who produced the sitcom Home Improvement, and the number of episodes of that sitcom ?",1
"35161, 35170, 35180, 35190, 35200, 35211, 35221, 35231, 35241, 35251, 35331, 35341, 35421, 35430",Home_Improvement_(TV_series)  company  ABC_Studios Felicity_(TV_series)  company  ABC_Studios Felicity_(TV_series)  numberOfEpisodes  84 htt//www.w3.org/2001/XMLSchema#nonNegativeInteger ,902,"Give me the name of a sitcom that was produced by the company who produced the sitcom Home Improvement, and the number of episodes of that sitcom ?",1
"35161, 35170, 35180, 35190, 35200, 35211, 35221, 35231, 35241, 35251, 35331, 35341, 35421, 35430",Home_Improvement_(TV_series)  company  ABC_Studios Felicity_(TV_series)  company  ABC_Studios Felicity_(TV_series)  numberOfEpisodes  84 htt//www.w3.org/2001/XMLSchema#nonNegativeInteger ,902,"Give me the name of a sitcom that was produced by the company who produced the sitcom Home Improvement, and the number of episodes of that sitcom ?",1
"35161, 35170, 35180, 35190, 35200, 35211, 35221, 35231, 35241, 35251, 35331, 35341, 35421, 35430",Home_Improvement_(TV_series)  company  ABC_Studios Felicity_(TV_series)  company  ABC_Studios Felicity_(TV_series)  numberOfEpisodes  84 htt//www.w3.org/2001/XMLSchema#nonNegativeInteger ,902,"Give me the name of a sitcom that was produced by the company who produced the sitcom Home Improvement, and the number of episodes of that sitcom ?",1
"39199, 39188, 39209, 39220",Cheers  network  NBC Frasier  network  NBC Who_Wants_to_Marry_My_Dad  channel  NBC ,916,"What does the two tv shows Frasier and Cheers, and a third show, have in common ?",1
"39199, 39188, 39209, 39220",Cheers  network  NBC Frasier  network  NBC Who_Wants_to_Marry_My_Dad  channel  NBC ,916,"What does the two tv shows Frasier and Cheers, and a third show, have in common ?",1
"39199, 39188, 39209, 39220",Cheers  network  NBC Frasier  network  NBC Who_Wants_to_Marry_My_Dad  channel  NBC ,916,"What does the two tv shows Frasier and Cheers, and a third show, have in common ?",1
"39199, 39188, 39209, 39220",Cheers  network  NBC Frasier  network  NBC Who_Wants_to_Marry_My_Dad  channel  NBC ,916,"What does the two tv shows Frasier and Cheers, and a third show, have in common ?",1
"39199, 39188, 39209, 39220",Cheers  network  NBC Frasier  network  NBC Who_Wants_to_Marry_My_Dad  channel  NBC ,916,"What does the two tv shows Frasier and Cheers, and a third show, have in common ?",1
"41627, 41637, 41606, 41616, 41647, 41659, 41670",Oh!_What_a_Lovely_War  starring  Ralph_Richardson Oh!_What_a_Lovely_War  director  Richard_Attenborough Oh!_What_a_Lovely_War  producer  Richard_Attenborough Ralph_Richardson  birthPlace  England Richard_Attenborough  birthPlace  England Richard_Attenborough  birthPlace  England ,925,"Give me the name of a movie that its star, director, and producer were born in the same place ?",1
"41627, 41637, 41606, 41616, 41647, 41659, 41670",Oh!_What_a_Lovely_War  starring  Ralph_Richardson Oh!_What_a_Lovely_War  director  Richard_Attenborough Oh!_What_a_Lovely_War  producer  Richard_Attenborough Ralph_Richardson  birthPlace  England Richard_Attenborough  birthPlace  England Richard_Attenborough  birthPlace  England ,925,"Give me the name of a movie that its star, director, and producer were born in the same place ?",2
"41627, 41637, 41606, 41616, 41647, 41659, 41670",Oh!_What_a_Lovely_War  starring  Ralph_Richardson Oh!_What_a_Lovely_War  director  Richard_Attenborough Oh!_What_a_Lovely_War  producer  Richard_Attenborough Ralph_Richardson  birthPlace  England Richard_Attenborough  birthPlace  England Richard_Attenborough  birthPlace  England ,925,"Give me the name of a movie that its star, director, and producer were born in the same place ?",2
"41627, 41637, 41606, 41616, 41647, 41659, 41670",Oh!_What_a_Lovely_War  starring  Ralph_Richardson Oh!_What_a_Lovely_War  director  Richard_Attenborough Oh!_What_a_Lovely_War  producer  Richard_Attenborough Ralph_Richardson  birthPlace  England Richard_Attenborough  birthPlace  England Richard_Attenborough  birthPlace  England ,925,"Give me the name of a movie that its star, director, and producer were born in the same place ?",1
"41627, 41637, 41606, 41616, 41647, 41659, 41670",Oh!_What_a_Lovely_War  starring  Ralph_Richardson Oh!_What_a_Lovely_War  director  Richard_Attenborough Oh!_What_a_Lovely_War  producer  Richard_Attenborough Ralph_Richardson  birthPlace  England Richard_Attenborough  birthPlace  England Richard_Attenborough  birthPlace  England ,925,"Give me the name of a movie that its star, director, and producer were born in the same place ?",1
"46354, 46397, 46404, 46414, 46424, 46434, 46444, 46481, 46486, 46494, 46504, 46514, 46524, 46534, 46550, 46560, 46570, 46580, 46590, 46600, 46609, 46615, 46624",Fun_and_Fancy_Free  director  William_Morgan_(director) Fun_and_Fancy_Free  starring  Walt_Disney Walt_Disney  hometown  Chicago ,909,"Give me the name of a movie that is starred by an actor who was born in Chicago, and the name of the movie's director ? ",1
"46354, 46397, 46404, 46414, 46424, 46434, 46444, 46481, 46486, 46494, 46504, 46514, 46524, 46534, 46550, 46560, 46570, 46580, 46590, 46600, 46609, 46615, 46624",Fun_and_Fancy_Free  director  William_Morgan_(director) Fun_and_Fancy_Free  starring  Walt_Disney Walt_Disney  hometown  Chicago ,909,"Give me the name of a movie that is starred by an actor who was born in Chicago, and the name of the movie's director ? ",1
"46354, 46397, 46404, 46414, 46424, 46434, 46444, 46481, 46486, 46494, 46504, 46514, 46524, 46534, 46550, 46560, 46570, 46580, 46590, 46600, 46609, 46615, 46624",Fun_and_Fancy_Free  director  William_Morgan_(director) Fun_and_Fancy_Free  starring  Walt_Disney Walt_Disney  hometown  Chicago ,909,"Give me the name of a movie that is starred by an actor who was born in Chicago, and the name of the movie's director ? ",1
